"@firstlogistics_ @bliblidotcom @bliblicare @ylki_id rasanya kecewa bgt sm jasa logistik satu ini, gak ada niat baik. ",-1,,,
@bliblidotcom @bliblicare tidak ada link yg pasti produknya speaker niko harga 160rbuan kirim ke manyar gresik masa kena ongkir 90rb ,-1,,,
"@bliblidotcom min ga relavan twittnya, sekarang kan tanggal 19 april .. berarti ini twit dari masa lalu ya min? ",-1,,,
"@bcaklikpay @ferdian08 @bliblidotcom jawaban pun klise, besok dicoba lagi bla bla bla.. klikpay emg ga pnh belajar dr pglmn kmrn2.. ",-1,,,
waah harus hati2 nih.. kl yg ga teliti bs ke potong harga normal.. parah jg ya @bcaklikpay dan @bliblidotcom ,-1,,,
"@bcaklikpay @ferdian08 @bliblidotcom ane jg kena php, di chart dpt disc 65rb, proses ke klikpay kena harga normal.. ",-1,,,
"@bcaklikpay @bliblidotcom bkn mslh coba lagi, tp krn kegoblokan sistem @bliblidotcom jd ga dpt.. ",-1,,,
@bliblidotcom daftar merchant kok gak ada respon ya sejak kemarin? ,-1,,,
"@bliblicare no. pesanan: 12000300150 ku @bliblidotcom udah hampir sebulan nih, #sabar gak nongol2 jg #superkecewa ",-1,,,
tapi sampai saat ini belum ada yang konfirmasi ke saya.. . @bliblidotcom @bliblicare msh brthn dgn sistem lemotnya ,-1,,,
@bliblicare @aldinmansyah @bliblidotcom padahal 1000 loo... msak ga ada yg nyangkut jam 11.00 gw klik... hahaha ,-1,,,
"berfikirlah kalian jika ingin berbelanja di @bliblidotcom karena bakal nyesel,pengiriman tidak jelas,sistem lambat u order no 12000599890 ",-1,,,
"masih menunggu kejelasan dari @bliblidotcom yang sistem penjualanya tidak bagus (buruk) u/ order pesanan : 12000599890,apkah dkrim atau tdk ",-1,,,
"udah dpt potongam harga dari @bcaklikpay tp @bliblidotcom error krn ada ""perubahan harga""?!? what the fuck!? ",-1,,,
kalau ga niat kasih promo mendingan ga usah bro.. parah!! @bliblidotcom @bcaklikpay jam 11.01 udah abis!! ,-1,,,
@doktorenzo komplain sana2 cuma buat keuntungan sendiri. cc: @mataharimallcom @lazadaid @eleveniaid @tokopedia @bliblidotcom @jdid ,-1,,,
"dapat promo murah tp status ga jls, diproses trs...no pesanan: 12000589815 @bliblicare & @bliblidotcom ",-1,,,
@bliblidotcom pesan casing sudah seminggu diambil kurir saja tidak. kecewa dan tidak akan beli lagi di sini. ,-1,,,
@bliblidotcom vouchernya gak jelas min gak jadi. order deh ,-1,,,
"@bliblidotcom eh ada diketentuan deh, minimal beli anak tinggi 100cm keatas. btw lo lama min, telpon cs malah gak tahu. ",-1,,,
@bliblidotcom no pesanan 12000436385 udah telat lebih 5 hari dari estimasi tapi barang belum juga saya terima tolong segera ditindak lanjuti ,-1,,,
parah @bliblidotcom gak pny armada transportasi yg memadai. udah 6 hari masih blom dikirim jg! @bliblicare @kuzz00 ,-1,,,
"@bliblicare @ronironorene @bliblidotcom mhn ditindak tegas penjual macam tu, d brg dagangan di posting gambar ayam, ngirimnya telor.. ",-1,,,
@bliblicare @bliblidotcom @bcaklikpay blm masuk ke page klikpay krn masih di page blibli jd tadi tinggal tunggu di pindah otomatis tp error ,-1,,,
@bliblidotcom server promocode error ,-1,,,
"@bliblicare @bliblidotcom sudah tinggal bayar promo @bcaklikpay ko malah tiba2 keranjang kosong,duh systemnya error mulu nih sdh berkali2 :( ",-1,,,
@ronironorene @bliblicare @bliblidotcom systemnya yg jelek bukan inetnya...ni csnya goblok gk bs bedain system eror sama kuota habis ,-1,,,
@ronironorene @bliblicare @bliblidotcom iya.. kena tipu mentah2 d kasih gambar besar dikirim kecil ,-1,,,
"padahal udah mantengin dr jam 11 pas, tapi gak bisa2 promo bca klik pay nya @bliblidotcom ",-1,,,
@bliblicare @bliblidotcom gk mutu systemnya jelek bgt blibli ,-1,,,
"@bliblidotcom ""penggunaan kode voucher 'klikpaykam' gagal. maaf, kode voucher telah dipakai melebihi batas yang ditentukan"",udah hbs ya min? ",-1,,,
"@bliblicare kecewa banget blibli @bliblidotcom beli bakmi mewah, gambarnya kotak kecil (bisa jinjing) tp wktu sampai 1 bungkus kecil.. gmn? ",-1,,,
udah 6 hr msh nunggu kurir @bliblidotcom dtg dr planet ka-es tubunus.mesti dipecut trs kyk kuda @bliblicare @kuzz00 ,-1,,,
order 9 april. sampai skrg masih nunggu kurir @bliblidotcom dateng dari planet ka-es tubunus! wheew... @bliblicare ,-1,,,
min @bukalapak kenapa y koq barang di akun saya koq di hapus semua ,-1,,,
"@bukalapak ini push sy kok ga nambah ya, pdhl ud bnyk trx berhasil berkali2, sy kirim email 3x ga ada blsan, ini mksdnya gmn ya kok cuek bgt ",-1,,,
mohon bantuan @bukalapak kiriman saya nyangkut entah dimana. buyer udah protes nih ,-1,,,
@bukalapak kok lama ya verifikasinya dr pagi sampai skg blm bisa ,-1,,,
@bukalapak kok lama ya verifikasinya padahal dr pagi samapi skg kok blm bisa2 ,-1,,,
"mohon kerja samanya, barang yang saya beli dari seminggu yang lalu kok belom sampai2 juga? @bukalapak @jnecare ",-1,,,
"@bukalapak , gimana caranya mau komplain barang yg sudah diterima ?? ",-1,,,
"@bukalapak tolong direfund saya punya uang,,,, ini penipu ",-1,,,
"dear @bukalapak hari ini sdh melebihi janji yg anda berikan, dan sy mhn untuk sgra refund dana dr trx 160257279184. @billy_care @achmadzaky ",-1,,,
@bukalapak #c5276073 bantu up min.😢 ,-1,,,
resi tidak jelas!!! @bukalapak @billy_care dan belum ada solusinya sampe detik ini👎 ,-1,,,
@billy_care @bukalapak saya lagi apes dapat seller yg kurang sehat jiwanya.lagi2 kasus no resi yg dinput tdk jelas!! ,-1,,,
@billy_care @bukalapak blm diterima.tp tracking diterima.sampe2 marah2 ke @jne_id &nuduh pembantu yg ambil paket ,-1,,,
@bukalapak akhirnya saya tertipu...bacan palsu.. ,-1,,,
@bukalapak aku complain untuk transaksi 160251396867 dari customer care bl belum ada yg jawab nih. tolong diperhatikan. trims ,-1,,,
@billy_care @bukalapak @tokopedia @kaskus @olx_indonesia jual di bukalapak 3 hari dana belum masuk tiket 5246556 :( ,-1,,,
@bukalapak haha saya tanya ga ada respon sama sekali payah 😏 ,-1,,,
"@billy_care sdh seminggu lebih, @bukalapak versi web servernya lama, selalu muncul tanda itu. tdk seperti sblm2nya ",-1,,,
"sudah seharian nunggu verifikasi tapi tidak ada respon, kiriman barang jd kepending @bukalapak ",-1,,,
"belanja aman, kiriman gak sampai2 kerumah... @bukalapak @jnecare ",-1,,,
@bukalapak @edotror saya kecewa dengan pelayanan cs.komplain saya tidak di jawab. ,-1,,,
@bukalapak cara log out gimana sih min. susah amat ya...tolong bantu..??? ,-1,,,
